#datatype string,string,string,date,tag
"ภาคตะวันออกเฉียงเหนือ","สกลนคร","วาริชภูมิ","0.00","เล็กน้อย-ปานกลาง"
"ภาคตะวันออกเฉียงเหนือ","นครพนม","บ้านแพง","0.00","เล็กน้อย-ปานกลาง"
"ภาคตะวันออกเฉียงเหนือ","นครพนม","เมืองนครพนม","0.00","เล็กน้อย-ปานกลาง"
"ภาคตะวันออกเฉียงเหนือ","นครพนม","นาแก","0.00","เล็กน้อย-ปานกลาง"
"ภาคตะวันออกเฉียงเหนือ","นครพนม","นาทม","0.00","เล็กน้อย-ปานกลาง"
"ภาคตะวันออกเฉียงเหนือ","นครพนม","นาหว้า","0.00","เล็กน้อย-ปานกลาง"
"ภาคตะวันออกเฉียงเหนือ","นครพนม","โพนสวรรค์","0.00","เล็กน้อย-ปานกลาง"
"ภาคตะวันออกเฉียงเหนือ","นครพนม","ปลาปาก","0.00","เล็กน้อย-ปานกลาง"
"ภาคตะวันออกเฉียงเหนือ","นครพนม","เรณูนคร","0.00","เล็กน้อย-ปานกลาง"
"ภาคตะวันออกเฉียงเหนือ","นครพนม","ศรีสงคราม","0.00","เล็กน้อย-ปานกลาง"
"ภาคตะวันออกเฉียงเหนือ","นครพนม","ท่าอุเทน","0.00","เล็กน้อย-ปานกลาง"
"ภาคตะวันออกเฉียงเหนือ","นครพนม","ธาตุพนม","0.00","เล็กน้อย-ปานกลาง"
"ภาคตะวันออกเฉียงเหนือ","นครพนม","วังยาง","0.00","เล็กน้อย-ปานกลาง"
"ภาคตะวันออกเฉียงเหนือ","มุกดาหาร","ดอนตาล","0.00","เล็กน้อย-ปานกลาง"
"ภาคตะวันออกเฉียงเหนือ","มุกดาหาร","ดงหลวง","0.00","เล็กน้อย-ปานกลาง"
"ภาคตะวันออกเฉียงเหนือ","มุกดาหาร","คำชะอี","0.00","เล็กน้อย-ปานกลาง"
"ภาคตะวันออกเฉียงเหนือ","มุกดาหาร","เมืองมุกดาหาร","0.00","เล็กน้อย-ปานกลาง"
"ภาคตะวันออกเฉียงเหนือ","มุกดาหาร","นิคมคำสร้อย","0.00","เล็กน้อย-ปานกลาง"
"ภาคตะวันออกเฉียงเหนือ","มุกดาหาร","หนองสูง","0.00","เล็กน้อย-ปานกลาง"
"ภาคตะวันออกเฉียงเหนือ","มุกดาหาร","หว้านใหญ่","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","เชียงใหม่","ไชยปราการ","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","เชียงใหม่","ดอยหล่อ","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","เชียงใหม่","ดอยสะเก็ด","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","เชียงใหม่","ดอยเต่า","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","เชียงใหม่","ฝาง","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","เชียงใหม่","หางดง","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","เชียงใหม่","แม่อาย","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","เชียงใหม่","แม่ออน","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","เชียงใหม่","แม่ริม","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","เชียงใหม่","เมืองเชียงใหม่","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","เชียงใหม่","พร้าว","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","เชียงใหม่","สันกำแพง","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","เชียงใหม่","สันป่าตอง","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","เชียงใหม่","สันทราย","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","เชียงใหม่","สารภี","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","ลำพูน","บ้านโฮ่ง","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","ลำพูน","บ้านธิ","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","ลำพูน","ลี้","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","ลำพูน","แม่ทา","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","ลำพูน","เมืองลำพูน","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","ลำพูน","ป่าซาง","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","ลำพูน","ทุ่งหัวช้าง","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","ลำพูน","เวียงหนองล่อง","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","ลำปาง","แจ้ห่ม","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","ลำปาง","ห้างฉัตร","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","ลำปาง","เกาะคา","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","ลำปาง","แม่เมาะ","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","ลำปาง","แม่พริก","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","ลำปาง","แม่ทะ","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","ลำปาง","เมืองลำปาง","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","ลำปาง","เมืองปาน","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","ลำปาง","งาว","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","ลำปาง","เสริมงาม","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","ลำปาง","สบปราบ","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","ลำปาง","เถิน","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","ลำปาง","วังเหนือ","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","อุตรดิตถ์","บ้านโคก","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","อุตรดิตถ์","ฟากท่า","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","อุตรดิตถ์","ลับแล","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","อุตรดิตถ์","เมืองอุตรดิตถ์","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","อุตรดิตถ์","พิชัย","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","อุตรดิตถ์","ท่าปลา","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","อุตรดิตถ์","ตรอน","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","แพร่","เด่นชัย","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","แพร่","ลอง","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","แพร่","เมืองแพร่","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","แพร่","หนองม่วงไข่","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","แพร่","สอง","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","แพร่","สูงเม่น","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","แพร่","วังชิ้น","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","น่าน","บ้านหลวง","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","น่าน","เชียงกลาง","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","น่าน","เมืองน่าน","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","น่าน","ภูเพียง","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","น่าน","สันติสุข","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","น่าน","สองแคว","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","น่าน","ท่าวังผา","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","น่าน","เวียงสา","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","พะเยา","เชียงคำ","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","พะเยา","เชียงม่วน","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","พะเยา","จุน","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","พะเยา","ดอกคำใต้","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","พะเยา","แม่ใจ","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","พะเยา","เมืองพะเยา","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","พะเยา","ภูกามยาว","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","พะเยา","ภูซาง","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","พะเยา","ปง","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","เชียงราย","เชียงของ","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","เชียงราย","เชียงแสน","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","เชียงราย","ดอยหลวง","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","เชียงราย","ขุนตาล","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","เชียงราย","แม่จัน","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","เชียงราย","แม่ฟ้าหลวง","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","เชียงราย","แม่ลาว","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","เชียงราย","แม่สาย","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","เชียงราย","แม่สรวย","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","เชียงราย","ป่าแดด","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","เชียงราย","พาน","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","เชียงราย","พญาเม็งราย","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","เชียงราย","เทิง","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","เชียงราย","เวียงชัย","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","เชียงราย","เวียงเชียงรุ้ง","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","เชียงราย","เวียงแก่น","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","เชียงราย","เวียงป่าเป้า","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","แม่ฮ่องสอน","ปางมะผ้า","0.00","เล็กน้อย-ปานกลาง"
"ภาคกลาง","นครสวรรค์","บรรพตพิสัย","0.00","เล็กน้อย-ปานกลาง"
"ภาคกลาง","นครสวรรค์","ชุมแสง","0.00","เล็กน้อย-ปานกลาง"
"ภาคกลาง","นครสวรรค์","ชุมตาบง","0.00","เล็กน้อย-ปานกลาง"
"ภาคกลาง","นครสวรรค์","เก้าเลี้ยว","0.00","เล็กน้อย-ปานกลาง"
"ภาคกลาง","นครสวรรค์","โกรกพระ","0.00","เล็กน้อย-ปานกลาง"
"ภาคกลาง","นครสวรรค์","ลาดยาว","0.00","เล็กน้อย-ปานกลาง"
"ภาคกลาง","นครสวรรค์","แม่เปิน","0.00","เล็กน้อย-ปานกลาง"
"ภาคกลาง","นครสวรรค์","แม่วงก์","0.00","เล็กน้อย-ปานกลาง"
"ภาคกลาง","นครสวรรค์","เมืองนครสวรรค์","0.00","เล็กน้อย-ปานกลาง"
"ภาคกลาง","นครสวรรค์","หนองบัว","0.00","เล็กน้อย-ปานกลาง"
"ภาคกลาง","นครสวรรค์","ไพศาลี","0.00","เล็กน้อย-ปานกลาง"
"ภาคกลาง","นครสวรรค์","พยุหะคีรี","0.00","เล็กน้อย-ปานกลาง"
"ภาคกลาง","นครสวรรค์","ตากฟ้า","0.00","เล็กน้อย-ปานกลาง"
"ภาคกลาง","นครสวรรค์","ตาคลี","0.00","เล็กน้อย-ปานกลาง"
"ภาคกลาง","นครสวรรค์","ท่าตะโก","0.00","เล็กน้อย-ปานกลาง"
"ภาคกลาง","อุทัยธานี","บ้านไร่","0.00","เล็กน้อย-ปานกลาง"
"ภาคกลาง","อุทัยธานี","ห้วยคต","0.00","เล็กน้อย-ปานกลาง"
"ภาคกลาง","อุทัยธานี","ลานสัก","0.00","เล็กน้อย-ปานกลาง"
"ภาคกลาง","อุทัยธานี","เมืองอุทัยธานี","0.00","เล็กน้อย-ปานกลาง"
"ภาคกลาง","อุทัยธานี","หนองฉาง","0.00","เล็กน้อย-ปานกลาง"
"ภาคกลาง","อุทัยธานี","หนองขาหย่าง","0.00","เล็กน้อย-ปานกลาง"
"ภาคกลาง","อุทัยธานี","สว่างอารมณ์","0.00","เล็กน้อย-ปานกลาง"
"ภาคกลาง","อุทัยธานี","ทัพทัน","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","กำแพงเพชร","บึงสามัคคี","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","กำแพงเพชร","ขาณุวรลักษบุรี","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","กำแพงเพชร","คลองขลุง","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","กำแพงเพชร","คลองลาน","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","กำแพงเพชร","โกสัมพีนคร","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","กำแพงเพชร","ลานกระบือ","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","กำแพงเพชร","เมืองกำแพงเพชร","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","กำแพงเพชร","ปางศิลาทอง","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","กำแพงเพชร","พรานกระต่าย","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","กำแพงเพชร","ไทรงาม","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","กำแพงเพชร","ทรายทองวัฒนา","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","ตาก","บ้านตาก","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","ตาก","แม่สอด","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","ตาก","เมืองตาก","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","ตาก","พบพระ","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","ตาก","อุ้มผาง","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","ตาก","วังเจ้า","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","สุโขทัย","บ้านด่านลานหอย","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","สุโขทัย","คีรีมาศ","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","สุโขทัย","กงไกรลาศ","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","สุโขทัย","เมืองสุโขทัย","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","สุโขทัย","สวรรคโลก","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","สุโขทัย","ศรีนคร","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","สุโขทัย","ศรีสำโรง","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","สุโขทัย","ศรีสัชนาลัย","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","สุโขทัย","ทุ่งเสลี่ยม","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","พิษณุโลก","บางกระทุ่ม","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","พิษณุโลก","บางระกำ","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","พิษณุโลก","เมืองพิษณุโลก","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","พิษณุโลก","นครไทย","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","พิษณุโลก","เนินมะปราง","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","พิษณุโลก","พรหมพิราม","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","พิษณุโลก","วังทอง","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","พิษณุโลก","วัดโบสถ์","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","พิจิตร","บางมูลนาก","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","พิจิตร","บึงนาราง","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","พิจิตร","ดงเจริญ","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","พิจิตร","เมืองพิจิตร","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","พิจิตร","โพธิ์ประทับช้าง","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","พิจิตร","โพทะเล","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","พิจิตร","สากเหล็ก","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","พิจิตร","สามง่าม","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","พิจิตร","ทับคล้อ","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","พิจิตร","ตะพานหิน","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","พิจิตร","วชิรบารมี","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","พิจิตร","วังทรายพูน","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","เพชรบูรณ์","บึงสามพัน","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","เพชรบูรณ์","ชนแดน","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","เพชรบูรณ์","เขาค้อ","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","เพชรบูรณ์","หล่มเก่า","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","เพชรบูรณ์","หล่มสัก","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","เพชรบูรณ์","เมืองเพชรบูรณ์","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","เพชรบูรณ์","น้ำหนาว","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","เพชรบูรณ์","หนองไผ่","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","เพชรบูรณ์","ศรีเทพ","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","เพชรบูรณ์","วังโป่ง","0.00","เล็กน้อย-ปานกลาง"
"ภาคเหนือ","เพชรบูรณ์","วิเชียรบุรี","0.00","เล็กน้อย-ปานกลาง"
"ภาคกลาง","ราชบุรี","บ้านคา","0.00","เล็กน้อย-ปานกลาง"
"ภาคกลาง","ราชบุรี","บ้านโป่ง","0.00","เล็กน้อย-ปานกลาง"
"ภาคกลาง","ราชบุรี","บางแพ","0.00","เล็กน้อย-ปานกลาง"
"ภาคกลาง","ราชบุรี","จอมบึง","0.00","เล็กน้อย-ปานกลาง"
"ภาคกลาง","ราชบุรี","ดำเนินสะดวก","0.00","เล็กน้อย-ปานกลาง"
"ภาคกลาง","ราชบุรี","เมืองราชบุรี","0.00","เล็กน้อย-ปานกลาง"
"ภาคกลาง","ราชบุรี","ปากท่อ","0.00","เล็กน้อย-ปานกลาง"
"ภาคกลาง","ราชบุรี","โพธาราม","0.00","เล็กน้อย-ปานกลาง"
"ภาคกลาง","ราชบุรี","สวนผึ้ง","0.00","เล็กน้อย-ปานกลาง"
"ภาคกลาง","ราชบุรี","วัดเพลง","0.00","เล็กน้อย-ปานกลาง"
"ภาคกลาง","กาญจนบุรี","บ่อพลอย","0.00","เล็กน้อย-ปานกลาง"
"ภาคกลาง","กาญจนบุรี","ด่านมะขามเตี้ย","0.00","เล็กน้อย-ปานกลาง"
"ภาคกลาง","กาญจนบุรี","ห้วยกระเจา","0.00","เล็กน้อย-ปานกลาง"
"ภาคกลาง","กาญจนบุรี","เลาขวัญ","0.00","เล็กน้อย-ปานกลาง"
"ภาคกลาง","กาญจนบุรี","เมืองกาญจนบุรี","0.00","เล็กน้อย-ปานกลาง"
"ภาคกลาง","กาญจนบุรี","หนองปรือ","0.00","เล็กน้อย-ปานกลาง"
"ภาคกลาง","กาญจนบุรี","พนมทวน","0.00","เล็กน้อย-ปานกลาง"
"ภาคกลาง","กาญจนบุรี","ไทรโยค","0.00","เล็กน้อย-ปานกลาง"
"ภาคกลาง","กาญจนบุรี","สังขละบุรี","0.00","เล็กน้อย-ปานกลาง"
"ภาคกลาง","กาญจนบุรี","ศรีสวัสดิ์","0.00","เล็กน้อย-ปานกลาง"
"ภาคกลาง","กาญจนบุรี","ท่ามะกา","0.00","เล็กน้อย-ปานกลาง"
"ภาคกลาง","กาญจนบุรี","ท่าม่วง","0.00","เล็กน้อย-ปานกลาง"
"ภาคกลาง","กาญจนบุรี","ทองผาภูมิ","0.00","เล็กน้อย-ปานกลาง"
"ภาคกลาง","สุพรรณบุรี","ด่านช้าง","0.00","เล็กน้อย-ปานกลาง"
"ภาคกลาง","สุพรรณบุรี","เดิมบางนางบวช","0.00","เล็กน้อย-ปานกลาง"
"ภาคกลาง","สุพรรณบุรี","ดอนเจดีย์","0.00","เล็กน้อย-ปานกลาง"
"ภาคกลาง","สุพรรณบุรี","หนองหญ้าไซ","0.00","เล็กน้อย-ปานกลาง"
"ภาคกลาง","สุพรรณบุรี","สามชุก","0.00","เล็กน้อย-ปานกลาง"
"ภาคกลาง","สุพรรณบุรี","ศรีประจันต์","0.00","เล็กน้อย-ปานกลาง"
"ภาคกลาง","สุพรรณบุรี","อู่ทอง","0.00","เล็กน้อย-ปานกลาง"
"ภาคกลาง","นครปฐม","ดอนตูม","0.00","เล็กน้อย-ปานกลาง"
"ภาคกลาง","นครปฐม","กำแพงแสน","0.00","เล็กน้อย-ปานกลาง"
"ภาคกลาง","นครปฐม","เมืองนครปฐม","0.00","เล็กน้อย-ปานกลาง"
"ภาคกลาง","สมุทรสาคร","บ้านแพ้ว","0.00","เล็กน้อย-ปานกลาง"
"ภาคกลาง","สมุทรสาคร","เมืองสมุทรสาคร","0.00","เล็กน้อย-ปานกลาง"
"ภาคกลาง","สมุทรสงคราม","อัมพวา","0.00","เล็กน้อย-ปานกลาง"
"ภาคกลาง","สมุทรสงคราม","บางคนที","0.00","เล็กน้อย-ปานกลาง"
"ภาคกลาง","สมุทรสงคราม","เมืองสมุทรสงคราม","0.00","เล็กน้อย-ปานกลาง"
"ภาคใต้ฝั่งตะวันออก","เพชรบุรี","บ้านแหลม","0.00","เล็กน้อย-ปานกลาง"
"ภาคใต้ฝั่งตะวันออก","เพชรบุรี","บ้านลาด","0.00","เล็กน้อย-ปานกลาง"
"ภาคใต้ฝั่งตะวันออก","เพชรบุรี","ชะอำ","0.00","เล็กน้อย-ปานกลาง"
"ภาคใต้ฝั่งตะวันออก","เพชรบุรี","แก่งกระจาน","0.00","เล็กน้อย-ปานกลาง"
"ภาคใต้ฝั่งตะวันออก","เพชรบุรี","เขาย้อย","0.00","เล็กน้อย-ปานกลาง"
"ภาคใต้ฝั่งตะวันออก","เพชรบุรี","เมืองเพชรบุรี","0.00","เล็กน้อย-ปานกลาง"
"ภาคใต้ฝั่งตะวันออก","เพชรบุรี","หนองหญ้าปล้อง","0.00","เล็กน้อย-ปานกลาง"
"ภาคใต้ฝั่งตะวันออก","เพชรบุรี","ท่ายาง","0.00","เล็กน้อย-ปานกลาง"
"ภาคใต้ฝั่งตะวันออก","ประจวบคีรีขันธ์","หัวหิน","0.00","เล็กน้อย-ปานกลาง"
"ภาคใต้ฝั่งตะวันออก","ประจวบคีรีขันธ์","กุยบุรี","0.00","เล็กน้อย-ปานกลาง"
"ภาคใต้ฝั่งตะวันออก","ประจวบคีรีขันธ์","เมืองประจวบคีรีข","0.00","เล็กน้อย-ปานกลาง"
"ภาคใต้ฝั่งตะวันออก","ประจวบคีรีขันธ์","ปราณบุรี","0.00","เล็กน้อย-ปานกลาง"
"ภาคใต้ฝั่งตะวันออก","ประจวบคีรีขันธ์","สามร้อยยอด","0.00","เล็กน้อย-ปานกลาง"
"ภาคใต้ฝั่งตะวันออก","ประจวบคีรีขันธ์","ทับสะแก","0.00","เล็กน้อย-ปานกลาง"
"ภาคใต้ฝั่งตะวันออก","นครศรีธรรมราช","บางขัน","0.00","เล็กน้อย-ปานกลาง"
"ภาคใต้ฝั่งตะวันตก","กระบี่","คลองท่อม","0.00","เล็กน้อย-ปานกลาง"
"ภาคใต้ฝั่งตะวันตก","กระบี่","ลำทับ","0.00","เล็กน้อย-ปานกลาง"
"ภาคใต้ฝั่งตะวันตก","กระบี่","เหนือคลอง","0.00","เล็กน้อย-ปานกลาง"
"ภาคใต้ฝั่งตะวันตก","ระนอง","ละอุ่น","0.00","เล็กน้อย-ปานกลาง"
"ภาคใต้ฝั่งตะวันออก","สงขลา","คลองหอยโข่ง","0.00","เล็กน้อย-ปานกลาง"
"ภาคใต้ฝั่งตะวันตก","สตูล","ควนโดน","0.00","เล็กน้อย-ปานกลาง"
"ภาคใต้ฝั่งตะวันตก","สตูล","ละงู","0.00","เล็กน้อย-ปานกลาง"
"ภาคใต้ฝั่งตะวันตก","สตูล","มะนัง","0.00","เล็กน้อย-ปานกลาง"
"ภาคใต้ฝั่งตะวันตก","สตูล","เมืองสตูล","0.00","เล็กน้อย-ปานกลาง"
"ภาคใต้ฝั่งตะวันตก","สตูล","ท่าแพ","0.00","เล็กน้อย-ปานกลาง"
"ภาคใต้ฝั่งตะวันตก","ตรัง","วังวิเศษ","0.00","เล็กน้อย-ปานกลาง"
"ภาคใต้ฝั่งตะวันออก","ปัตตานี","เมืองปัตตานี","0.00","เล็กน้อย-ปานกลาง"
"ภาคใต้ฝั่งตะวันออก","ปัตตานี","ยะหริ่ง","0.00","เล็กน้อย-ปานกลาง"
"ภาคใต้ฝั่งตะวันออก","ยะลา","กาบัง","0.00","เล็กน้อย-ปานกลาง"
"ภาคใต้ฝั่งตะวันออก","ยะลา","กรงปินัง","0.00","เล็กน้อย-ปานกลาง"
